poll_id,answer,pollscore,sample_size,pct,stage,transparency_score,numeric_grade,end_date,ranked_choice_reallocated
329,Trump,-0.3,2469,48.56943903956562,general,3,1.9,2024-09-14,FALSE
330,Biden,-0.3,2006,42.233711648732424,general,3,1.9,2024-01-04,FALSE
331,West,-0.3,2982,51.91533069126308,general,3,1.9,2024-06-30,FALSE
332,Kennedy,-0.3,949,43.43221113085747,general,3,1.9,2024-08-06,FALSE
333,Stein,-0.3,2286,42.29107975028455,general,3,1.9,2024-04-23,FALSE
334,Oliver,-0.3,2121,40.73759747669101,general,3,1.9,2024-02-05,FALSE
335,Biden,-0.3,501,53.34557087626308,general,3,1.9,2024-07-31,FALSE
336,Kennedy,-0.3,1851,53.463063118979335,general,3,1.9,2024-08-18,FALSE
337,West,-0.3,2640,55.37042015232146,general,3,1.9,2024-01-19,FALSE
338,Stein,-0.3,660,40.28234620578587,general,3,1.9,2024-02-06,FALSE
339,Oliver,-0.3,622,47.68787779845297,general,3,1.9,2024-10-04,FALSE
340,Kennedy,-0.3,851,55.418938216753304,general,3,1.9,2024-10-13,FALSE
341,Harris,-0.3,2688,40.64921197015792,general,3,1.9,2024-07-28,FALSE
342,Biden,-0.3,1637,56.68193972669542,general,3,1.9,2024-09-12,FALSE
343,Trump,-0.3,2601,48.71814131271094,general,3,1.9,2024-09-18,FALSE
344,West,-0.3,1797,41.892145802266896,general,3,1.9,2024-07-10,FALSE
345,West,-0.3,979,55.655243336223066,general,3,1.9,2024-02-18,FALSE
346,West,-0.3,1818,40.370790706947446,general,3,1.9,2024-01-18,FALSE
347,Stein,-0.3,848,42.10415854584426,general,3,1.9,2024-05-29,FALSE
348,Oliver,-0.3,512,50.74496231041849,general,3,1.9,2024-05-12,TRUE
349,DeSantis,-0.3,729,48.27890589367598,general,3,1.9,2024-10-15,FALSE
350,Kennedy,-0.3,1760,52.38340948242694,general,3,1.9,2024-03-31,FALSE
351,DeSantis,-0.3,1230,50.53286503069103,general,3,1.9,2024-07-23,FALSE
352,West,-0.3,1430,51.248048287816346,general,3,1.9,2024-08-06,FALSE
353,West,-0.3,1403,42.131457389332354,general,3,1.9,2024-01-11,FALSE
354,West,-0.3,1866,42.473655878566206,general,3,1.9,2024-07-06,FALSE
355,Oliver,-0.3,2205,41.54552565421909,general,3,1.9,2024-04-20,FALSE
356,Biden,-0.3,1644,49.99492168426514,general,3,1.9,2024-09-01,FALSE
357,DeSantis,-0.3,1366,40.394199239090085,general,3,1.9,2024-07-11,FALSE
358,Biden,-0.3,1196,42.037036176770926,general,3,1.9,2024-10-30,FALSE
359,Oliver,-0.3,505,55.13317729346454,general,3,1.9,2024-07-11,FALSE
360,Trump,-0.3,1829,48.99230093229562,general,3,1.9,2024-09-29,FALSE
361,DeSantis,-0.3,2053,44.12156746722758,general,3,1.9,2024-03-29,FALSE
362,Kennedy,-0.3,1297,59.05992102343589,general,3,1.9,2024-08-14,FALSE
363,West,-0.3,1558,46.27159741241485,general,3,1.9,2024-02-18,FALSE
364,Kennedy,-0.3,2758,48.492283541709185,general,3,1.9,2024-02-24,FALSE
365,Stein,-0.3,1990,52.964274822734296,general,3,1.9,2024-09-02,FALSE
366,Biden,-0.3,2560,44.464027914218605,general,3,1.9,2024-01-10,FALSE
367,Stein,-0.3,1451,51.41736835706979,general,3,1.9,2024-05-27,FALSE
368,Biden,-0.3,1003,49.71209367271513,general,3,1.9,2024-08-31,FALSE
369,Stein,-0.3,2250,58.00012704450637,general,3,1.9,2024-02-12,FALSE
370,Trump,-0.3,2943,49.11039388272911,general,3,1.9,2024-05-16,FALSE
371,Stein,-0.3,735,56.60386431962252,general,3,1.9,2024-10-04,FALSE
372,Trump,-0.3,521,51.1426846543327,general,3,1.9,2024-08-13,FALSE
373,Stein,-0.3,652,44.043923299759626,general,3,1.9,2024-09-29,FALSE
374,Oliver,-0.3,1853,48.63525961060077,general,3,1.9,2024-07-27,FALSE
375,Harris,-0.3,2721,48.95255066920072,general,3,1.9,2024-05-28,FALSE
376,Biden,-0.3,632,42.48155684676021,general,3,1.9,2024-03-21,FALSE
377,DeSantis,-0.3,1171,52.0582639425993,general,3,1.9,2024-08-19,FALSE
378,Biden,-0.3,2255,48.762745996937156,general,3,1.9,2024-08-26,FALSE
379,Harris,-0.3,1150,43.896405403502285,general,3,1.9,2024-07-11,TRUE
380,Trump,-0.3,2584,49.29314668290317,general,3,1.9,2024-01-15,FALSE
381,Trump,-0.3,707,53.810294666327536,general,3,1.9,2024-07-25,FALSE
382,Biden,-0.3,2666,42.269292273558676,general,3,1.9,2024-08-09,FALSE
383,Stein,-0.3,728,51.66035949252546,general,3,1.9,2024-09-13,FALSE
384,Stein,-0.3,2079,57.659719311632216,general,3,1.9,2024-01-28,FALSE
385,Stein,-0.3,1415,53.618982434272766,general,3,1.9,2024-04-28,FALSE
386,Biden,-0.3,1664,42.771197063848376,general,3,1.9,2024-06-26,FALSE
387,Harris,-0.3,800,59.73377209622413,general,3,1.9,2024-08-29,FALSE
388,Harris,-0.3,1406,43.941650688648224,general,3,1.9,2024-08-24,FALSE
389,Trump,-0.3,1463,57.34606421086937,general,3,1.9,2024-10-11,FALSE
390,Biden,-0.3,2021,57.97099939547479,general,3,1.9,2024-07-16,FALSE
391,Harris,-0.3,816,41.83737825602293,general,3,1.9,2024-03-18,FALSE
392,West,-0.3,1075,46.466895416378975,general,3,1.9,2024-03-10,FALSE
393,Stein,-0.3,2119,53.55919505469501,general,3,1.9,2024-09-13,FALSE
394,Harris,-0.3,1539,48.131113750860095,general,3,1.9,2024-08-25,FALSE
395,DeSantis,-0.3,721,57.091881101951,general,3,1.9,2024-05-02,FALSE
396,DeSantis,-0.3,1938,55.507421609945595,general,3,1.9,2024-04-30,FALSE
397,West,-0.3,1256,58.73693948145956,general,3,1.9,2024-06-23,FALSE
398,DeSantis,-0.3,1675,52.60630714241415,general,3,1.9,2024-06-09,FALSE
399,Stein,-0.3,1157,41.749476781114936,general,3,1.9,2024-09-05,FALSE
400,Stein,-0.3,1021,49.041636791080236,general,3,1.9,2024-03-11,FALSE
401,Trump,-0.3,2835,49.91099894512445,general,3,1.9,2024-02-29,FALSE
402,Oliver,-0.3,2662,56.49225269909948,general,3,1.9,2024-07-10,FALSE
403,West,-0.3,1009,43.16618871409446,general,3,1.9,2024-04-07,FALSE
404,Stein,-0.3,2714,42.599229756742716,general,3,1.9,2024-03-09,FALSE
405,Oliver,-0.3,1026,41.365733365528286,general,3,1.9,2024-05-18,FALSE
406,Kennedy,-0.3,1063,42.877669357694685,general,3,1.9,2024-06-22,FALSE
407,Harris,-0.3,2253,49.21859173104167,general,3,1.9,2024-07-17,FALSE
408,Harris,-0.3,1199,52.032519709318876,general,3,1.9,2024-05-30,FALSE
409,West,-0.3,653,40.13664901256561,general,3,1.9,2024-08-05,FALSE
410,Oliver,-0.3,2695,43.127953354269266,general,3,1.9,2024-02-09,TRUE
411,DeSantis,-0.3,1309,46.61159764509648,general,3,1.9,2024-03-21,FALSE
412,Biden,-0.3,2668,45.08362757973373,general,3,1.9,2024-07-14,FALSE
413,Stein,-0.3,892,40.093014617450535,general,3,1.9,2024-04-25,TRUE
414,Harris,-0.3,2695,54.416206111200154,general,3,1.9,2024-03-10,FALSE
415,Harris,-0.3,1840,47.98376590479165,general,3,1.9,2024-05-01,FALSE
416,DeSantis,-0.3,1502,49.94685989804566,general,3,1.9,2024-09-26,FALSE
417,Kennedy,-0.3,1317,54.14989624172449,general,3,1.9,2024-05-11,FALSE
418,Biden,-0.3,912,52.804376487620175,general,3,1.9,2024-05-30,FALSE
419,Kennedy,-0.3,1529,42.51199541147798,general,3,1.9,2024-04-27,FALSE
420,Stein,-0.3,2696,45.55836117360741,general,3,1.9,2024-08-09,FALSE
421,West,-0.3,2462,46.22799332253635,general,3,1.9,2024-07-16,TRUE
422,Harris,-0.3,2741,47.4022101610899,general,3,1.9,2024-06-15,FALSE
423,Oliver,-0.3,1376,43.563263872638345,general,3,1.9,2024-05-14,FALSE
424,Kennedy,-0.3,1794,47.02835180796683,general,3,1.9,2024-05-01,FALSE
425,Kennedy,-0.3,618,48.268166738562286,general,3,1.9,2024-09-29,TRUE
426,Kennedy,-0.3,712,48.88860450126231,general,3,1.9,2024-02-23,FALSE
427,Trump,-0.3,2678,56.11007801257074,general,3,1.9,2024-09-14,FALSE
428,Stein,-0.3,1773,54.626570930704474,general,3,1.9,2024-01-29,FALSE
429,West,-0.3,1565,50.48254089895636,general,3,1.9,2024-10-31,FALSE
430,West,-0.3,2996,44.29893559310585,general,3,1.9,2024-09-04,FALSE
431,West,-0.3,2213,46.76737376488745,general,3,1.9,2024-09-19,FALSE
432,Biden,-0.3,754,47.44553539901972,general,3,1.9,2024-03-07,FALSE
433,Kennedy,-0.3,2545,51.15505675319582,general,3,1.9,2024-09-28,FALSE
434,Kennedy,-0.3,1876,43.391372952610254,general,3,1.9,2024-08-30,FALSE
435,Biden,-0.3,779,41.58387660514563,general,3,1.9,2024-08-12,FALSE
436,Kennedy,-0.3,2596,52.619625898078084,general,3,1.9,2024-10-17,FALSE
437,West,-0.3,1878,47.50602236017585,general,3,1.9,2024-01-19,FALSE
438,Oliver,-0.3,786,42.40094824694097,general,3,1.9,2024-03-24,FALSE
439,Kennedy,-0.3,1745,50.79906964674592,general,3,1.9,2024-03-02,FALSE
440,Oliver,-0.3,1376,59.429885228164494,general,3,1.9,2024-08-17,FALSE
441,DeSantis,-0.3,937,55.074336752295494,general,3,1.9,2024-08-09,FALSE
442,Trump,-0.3,689,59.52704491093755,general,3,1.9,2024-05-05,FALSE
443,West,-0.3,2491,47.01380431186408,general,3,1.9,2024-04-21,FALSE
444,West,-0.3,988,45.61318865977228,general,3,1.9,2024-10-04,FALSE
445,Trump,-0.3,2822,53.557121329940856,general,3,1.9,2024-10-15,TRUE
446,DeSantis,-0.3,1659,44.901905744336545,general,3,1.9,2024-05-28,FALSE
447,Oliver,-0.3,2146,55.29670416843146,general,3,1.9,2024-02-22,FALSE
448,Trump,-0.3,1514,53.932967809960246,general,3,1.9,2024-08-30,FALSE
449,Kennedy,-0.3,677,40.03817564342171,general,3,1.9,2024-08-16,FALSE
450,Harris,-0.3,882,43.43721689656377,general,3,1.9,2024-11-01,FALSE
451,Harris,-0.3,2370,41.679875324480236,general,3,1.9,2024-01-04,FALSE
452,Biden,-0.3,1788,59.35819637030363,general,3,1.9,2024-03-24,FALSE
453,West,-0.3,2190,42.53439472988248,general,3,1.9,2024-10-02,TRUE
454,West,-0.3,2252,57.944857883267105,general,3,1.9,2024-01-05,FALSE
455,West,-0.3,1780,41.40934178605676,general,3,1.9,2024-04-29,FALSE
456,Oliver,-0.3,2302,50.923113180324435,general,3,1.9,2024-10-14,FALSE
457,West,-0.3,1817,48.14843857195228,general,3,1.9,2024-08-27,FALSE
458,DeSantis,-0.3,1937,49.55797193106264,general,3,1.9,2024-08-27,FALSE
459,Harris,-0.3,525,43.22948874440044,general,3,1.9,2024-01-08,FALSE
460,Stein,-0.3,2999,42.75548370555043,general,3,1.9,2024-03-02,FALSE
461,Trump,-0.3,1694,52.567392527125776,general,3,1.9,2024-10-12,FALSE
462,Oliver,-0.3,1620,47.57184511050582,general,3,1.9,2024-08-30,FALSE
463,Oliver,-0.3,1328,51.810865374282,general,3,1.9,2024-06-14,FALSE
464,Kennedy,-0.3,1776,48.46578025724739,general,3,1.9,2024-06-03,FALSE
465,Kennedy,-0.3,2234,57.59542552754283,general,3,1.9,2024-01-23,FALSE
466,West,-0.3,1506,58.6183183407411,general,3,1.9,2024-02-22,FALSE
467,Oliver,-0.3,1390,47.5225367071107,general,3,1.9,2024-08-16,FALSE
468,West,-0.3,874,55.19244477618486,general,3,1.9,2024-06-26,FALSE
469,Trump,-0.3,2722,54.068047613836825,general,3,1.9,2024-07-09,FALSE
470,Harris,-0.3,2908,48.123779920861125,general,3,1.9,2024-07-30,FALSE
471,Kennedy,-0.3,591,44.95925712399185,general,3,1.9,2024-02-12,FALSE
472,Biden,-0.3,842,59.01130711194128,general,3,1.9,2024-06-27,FALSE
473,Kennedy,-0.3,2081,55.81594890449196,general,3,1.9,2024-03-11,FALSE
474,Trump,-0.3,1782,58.856337876059115,general,3,1.9,2024-09-25,TRUE
475,West,-0.3,947,42.834562356583774,general,3,1.9,2024-05-05,FALSE
476,Trump,-0.3,959,44.09498988185078,general,3,1.9,2024-04-02,FALSE
477,Trump,-0.3,700,53.62014903686941,general,3,1.9,2024-10-03,FALSE
478,Oliver,-0.3,2487,40.93716321978718,general,3,1.9,2024-02-26,FALSE
479,West,-0.3,2585,51.408066409640014,general,3,1.9,2024-03-31,FALSE
480,Kennedy,-0.3,2661,52.74595194030553,general,3,1.9,2024-04-05,FALSE
481,Harris,-0.3,2878,51.9341031787917,general,3,1.9,2024-01-20,FALSE
482,Trump,-0.3,1814,48.892828868702054,general,3,1.9,2024-04-12,FALSE
483,Biden,-0.3,918,52.56878958083689,general,3,1.9,2024-04-24,FALSE
484,DeSantis,-0.3,2732,52.74665869772434,general,3,1.9,2024-07-18,FALSE
485,Kennedy,-0.3,2502,56.08860620763153,general,3,1.9,2024-03-06,FALSE
486,Harris,-0.3,2020,40.04409265704453,general,3,1.9,2024-02-26,FALSE
487,Oliver,-0.3,2098,56.98800852056593,general,3,1.9,2024-01-25,TRUE
488,Kennedy,-0.3,1541,45.82133643794805,general,3,1.9,2024-05-08,FALSE
489,Biden,-0.3,673,48.59624184668064,general,3,1.9,2024-09-27,FALSE
490,Harris,-0.3,2625,42.89600670337677,general,3,1.9,2024-01-12,FALSE
491,West,-0.3,668,45.594818773679435,general,3,1.9,2024-10-20,FALSE
492,Kennedy,-0.3,1969,58.77998653333634,general,3,1.9,2024-03-18,FALSE
493,DeSantis,-0.3,831,56.97003473993391,general,3,1.9,2024-09-07,FALSE
494,Biden,-0.3,2071,44.93881646543741,general,3,1.9,2024-07-13,FALSE
495,Kennedy,-0.3,2686,49.03856526128948,general,3,1.9,2024-07-09,FALSE
496,DeSantis,-0.3,2178,42.25942153483629,general,3,1.9,2024-07-16,TRUE
497,DeSantis,-0.3,2713,41.351256244815886,general,3,1.9,2024-07-31,TRUE
498,Stein,-0.3,743,45.89602575171739,general,3,1.9,2024-01-11,TRUE
499,Trump,-0.3,563,45.65545279532671,general,3,1.9,2024-02-26,FALSE
500,Stein,-0.3,732,58.53405147790909,general,3,1.9,2024-08-21,FALSE
501,Biden,-0.3,890,57.33849821612239,general,3,1.9,2024-01-06,FALSE
502,Harris,-0.3,1779,43.5338714113459,general,3,1.9,2024-04-22,FALSE
503,Harris,-0.3,1428,43.22892356198281,general,3,1.9,2024-08-18,FALSE
504,Trump,-0.3,1980,53.89169321395457,general,3,1.9,2024-04-09,FALSE
505,Oliver,-0.3,1080,49.683615090325475,general,3,1.9,2024-02-04,TRUE
506,Harris,-0.3,2633,46.94500451441854,general,3,1.9,2024-05-27,TRUE
507,DeSantis,-0.3,1028,53.902230337262154,general,3,1.9,2024-07-25,FALSE
508,Trump,-0.3,681,48.186181080527604,general,3,1.9,2024-06-06,FALSE
509,Kennedy,-0.3,2821,40.03204374574125,general,3,1.9,2024-04-21,FALSE
510,Trump,-0.3,2961,40.23215336725116,general,3,1.9,2024-09-15,FALSE
511,Biden,-0.3,2221,53.590217218734324,general,3,1.9,2024-02-09,FALSE
512,Stein,-0.3,2454,51.57901783939451,general,3,1.9,2024-08-24,FALSE
513,Oliver,-0.3,2706,40.669088661670685,general,3,1.9,2024-04-29,FALSE
514,Kennedy,-0.3,2980,51.34041818790138,general,3,1.9,2024-09-01,FALSE
515,West,-0.3,2258,42.95817382168025,general,3,1.9,2024-07-11,TRUE
516,Stein,-0.3,2523,59.52782670035958,general,3,1.9,2024-05-02,FALSE
517,DeSantis,-0.3,858,48.357761702500284,general,3,1.9,2024-09-29,FALSE
518,Stein,-0.3,1454,56.8970910506323,general,3,1.9,2024-01-20,FALSE
519,Trump,-0.3,1337,58.111682841554284,general,3,1.9,2024-04-25,FALSE
520,West,-0.3,852,56.57067097257823,general,3,1.9,2024-04-29,FALSE
521,Kennedy,-0.3,1470,51.253092172555625,general,3,1.9,2024-02-28,FALSE
522,Biden,-0.3,2668,58.45368610229343,general,3,1.9,2024-04-16,FALSE
523,Trump,-0.3,1035,54.766660779714584,general,3,1.9,2024-06-08,FALSE
524,Stein,-0.3,2805,52.1085987938568,general,3,1.9,2024-03-20,FALSE
525,Trump,-0.3,2629,41.1926030414179,general,3,1.9,2024-04-05,FALSE
526,Harris,-0.3,1845,42.17100956942886,general,3,1.9,2024-07-12,FALSE
527,DeSantis,-0.3,1916,55.01242199912667,general,3,1.9,2024-04-23,FALSE
528,Harris,-0.3,1018,45.38659896701574,general,3,1.9,2024-06-24,FALSE
529,Harris,-0.3,988,56.16913665086031,general,3,1.9,2024-02-29,FALSE
530,Biden,-0.3,1848,42.57384968455881,general,3,1.9,2024-04-25,FALSE
531,Harris,-0.3,1452,56.06024763546884,general,3,1.9,2024-10-11,FALSE
532,Kennedy,-0.3,2814,43.90021621249616,general,3,1.9,2024-02-15,FALSE
533,Stein,-0.3,1734,43.73039435595274,general,3,1.9,2024-07-10,FALSE
534,West,-0.3,2591,53.86219361796975,general,3,1.9,2024-03-09,FALSE
535,Harris,-0.3,2435,45.671452935785055,general,3,1.9,2024-06-07,FALSE
536,Harris,-0.3,1148,53.51409737020731,general,3,1.9,2024-07-30,FALSE
537,Harris,-0.3,706,59.142096494324505,general,3,1.9,2024-06-21,FALSE
538,Biden,-0.3,2176,53.96958237979561,general,3,1.9,2024-03-30,FALSE
539,DeSantis,-0.3,1438,46.34825909975916,general,3,1.9,2024-08-13,FALSE
540,Biden,-0.3,2469,51.12162811681628,general,3,1.9,2024-05-29,FALSE
541,Kennedy,-0.3,1353,43.0161803541705,general,3,1.9,2024-05-08,FALSE
542,Harris,-0.3,709,51.0939264157787,general,3,1.9,2024-08-16,FALSE
543,Trump,-0.3,2401,42.687191693112254,general,3,1.9,2024-06-12,FALSE
544,West,-0.3,1289,50.433234577067196,general,3,1.9,2024-08-10,FALSE
545,Oliver,-0.3,2757,51.1624680319801,general,3,1.9,2024-08-06,FALSE
546,Harris,-0.3,2582,44.304604097269475,general,3,1.9,2024-01-25,FALSE
547,Kennedy,-0.3,2761,46.25720053911209,general,3,1.9,2024-05-07,FALSE
548,Biden,-0.3,1572,54.34395060874522,general,3,1.9,2024-10-12,FALSE
549,Biden,-0.3,1254,57.412199904210865,general,3,1.9,2024-04-29,FALSE
550,Kennedy,-0.3,2740,44.41584121435881,general,3,1.9,2024-05-04,FALSE
551,Trump,-0.3,661,48.37839866988361,general,3,1.9,2024-09-15,FALSE
552,Harris,-0.3,2952,42.88265348877758,general,3,1.9,2024-05-01,FALSE
553,West,-0.3,1147,46.09893703367561,general,3,1.9,2024-03-31,FALSE
554,DeSantis,-0.3,1606,50.89039152953774,general,3,1.9,2024-04-25,FALSE
555,DeSantis,-0.3,2079,53.96686208900064,general,3,1.9,2024-02-16,FALSE
556,Harris,-0.3,1000,52.38518155179918,general,3,1.9,2024-06-07,FALSE
557,Kennedy,-0.3,1502,41.769393403083086,general,3,1.9,2024-04-04,TRUE
558,West,-0.3,802,46.454389691352844,general,3,1.9,2024-06-22,FALSE
559,Stein,-0.3,2666,51.94148562382907,general,3,1.9,2024-03-26,FALSE
560,West,-0.3,1970,59.036521897651255,general,3,1.9,2024-10-03,FALSE
561,Biden,-0.3,2807,59.25909258425236,general,3,1.9,2024-11-01,FALSE
562,Kennedy,-0.3,1981,41.15044984035194,general,3,1.9,2024-08-02,FALSE
563,Stein,-0.3,2154,57.25221958011389,general,3,1.9,2024-03-01,FALSE
564,Biden,-0.3,1158,56.81128095835447,general,3,1.9,2024-01-23,FALSE
565,Biden,-0.3,1427,44.60706152021885,general,3,1.9,2024-07-25,FALSE
566,Stein,-0.3,2920,51.99056544341147,general,3,1.9,2024-03-19,FALSE
567,Biden,-0.3,1923,45.058175921440125,general,3,1.9,2024-01-15,FALSE
568,DeSantis,-0.3,890,43.560929340310395,general,3,1.9,2024-03-21,FALSE
569,Oliver,-0.3,1279,46.74432131461799,general,3,1.9,2024-02-28,FALSE
570,Biden,-0.3,1919,41.2019867869094,general,3,1.9,2024-06-25,FALSE
571,Stein,-0.3,671,50.66024124622345,general,3,1.9,2024-01-20,FALSE
572,Kennedy,-0.3,1812,53.851751098409295,general,3,1.9,2024-08-05,FALSE
573,Harris,-0.3,851,43.1580769456923,general,3,1.9,2024-06-11,FALSE
574,DeSantis,-0.3,1611,58.22647956199944,general,3,1.9,2024-03-12,FALSE
575,Trump,-0.3,2565,41.41638876404613,general,3,1.9,2024-05-13,FALSE
576,Kennedy,-0.3,712,56.340468800626695,general,3,1.9,2024-01-17,FALSE
577,West,-0.3,1839,51.617815219797194,general,3,1.9,2024-08-09,TRUE
578,Trump,-0.3,2345,42.217221087776124,general,3,1.9,2024-06-12,FALSE
579,Harris,-0.3,2772,49.59166387561709,general,3,1.9,2024-02-17,FALSE
580,Oliver,-0.3,1474,43.760019429028034,general,3,1.9,2024-06-29,FALSE
581,Trump,-0.3,1453,59.47454755194485,general,3,1.9,2024-05-03,FALSE
582,Biden,-0.3,2816,43.450247277505696,general,3,1.9,2024-05-24,FALSE
583,Oliver,-0.3,1228,44.02206629049033,general,3,1.9,2024-08-08,FALSE
584,Kennedy,-0.3,2487,51.400281111709774,general,3,1.9,2024-06-11,TRUE
585,Biden,-0.3,653,56.455615079030395,general,3,1.9,2024-08-06,FALSE
586,Kennedy,-0.3,2538,58.141239932738245,general,3,1.9,2024-10-04,FALSE
587,Biden,-0.3,1283,54.60541744250804,general,3,1.9,2024-10-17,FALSE
588,Stein,-0.3,2960,56.50794414803386,general,3,1.9,2024-01-24,FALSE
589,Trump,-0.3,1529,54.00180917233229,general,3,1.9,2024-06-06,FALSE
590,West,-0.3,975,48.031665799207985,general,3,1.9,2024-04-06,FALSE
591,Harris,-0.3,808,52.11979642044753,general,3,1.9,2024-01-01,FALSE
592,Oliver,-0.3,1771,52.57216323632747,general,3,1.9,2024-05-03,FALSE
593,Biden,-0.3,2826,55.11529239360243,general,3,1.9,2024-05-29,TRUE
594,Stein,-0.3,1599,52.96508733648807,general,3,1.9,2024-08-05,FALSE
595,West,-0.3,1189,57.81910793855786,general,3,1.9,2024-04-16,FALSE
596,Stein,-0.3,2847,46.65128977037966,general,3,1.9,2024-05-21,FALSE
597,Trump,-0.3,738,46.57354886177927,general,3,1.9,2024-09-17,FALSE
598,Oliver,-0.3,1575,46.43256790935993,general,3,1.9,2024-09-14,FALSE
599,DeSantis,-0.3,1542,46.293915985152125,general,3,1.9,2024-05-10,FALSE
600,Biden,-0.3,1602,48.54598912876099,general,3,1.9,2024-03-20,FALSE
601,Harris,-0.3,1950,43.008310217410326,general,3,1.9,2024-06-21,FALSE
602,Kennedy,-0.3,2545,54.16588110849261,general,3,1.9,2024-02-03,FALSE
603,Oliver,-0.3,882,49.67509409878403,general,3,1.9,2024-07-31,FALSE
604,Harris,-0.3,1833,41.49623912293464,general,3,1.9,2024-07-10,FALSE
605,DeSantis,-0.3,1382,44.852302451618016,general,3,1.9,2024-02-23,FALSE
606,West,-0.3,1881,59.34007784817368,general,3,1.9,2024-07-27,FALSE
607,Trump,-0.3,1177,55.1497980998829,general,3,1.9,2024-06-14,FALSE
608,Stein,-0.3,2662,56.682653785683215,general,3,1.9,2024-08-14,FALSE
609,Trump,-0.3,791,57.27241728454828,general,3,1.9,2024-07-15,TRUE
610,Trump,-0.3,587,40.9904765849933,general,3,1.9,2024-02-03,FALSE
611,Oliver,-0.3,2980,45.10764479637146,general,3,1.9,2024-04-25,FALSE
612,West,-0.3,2714,52.79529615305364,general,3,1.9,2024-06-01,FALSE
613,Trump,-0.3,1696,54.7947983071208,general,3,1.9,2024-10-24,FALSE
614,Kennedy,-0.3,1986,40.684576840139925,general,3,1.9,2024-09-26,TRUE
615,Kennedy,-0.3,2949,48.24831312522292,general,3,1.9,2024-01-18,FALSE
616,Oliver,-0.3,1270,40.35125792957842,general,3,1.9,2024-08-16,TRUE
617,Biden,-0.3,2629,52.872415841557086,general,3,1.9,2024-08-28,FALSE
618,Biden,-0.3,2734,52.68242809455842,general,3,1.9,2024-06-20,FALSE
619,West,-0.3,2191,54.092121035791934,general,3,1.9,2024-10-17,FALSE
620,Trump,-0.3,1620,55.29217255767435,general,3,1.9,2024-01-13,FALSE
621,Kennedy,-0.3,2054,53.22521261870861,general,3,1.9,2024-03-29,FALSE
622,Stein,-0.3,1155,50.73649066966027,general,3,1.9,2024-05-23,FALSE
623,Harris,-0.3,1212,56.307147215120494,general,3,1.9,2024-05-12,FALSE
624,Biden,-0.3,1449,59.49429259169847,general,3,1.9,2024-02-06,TRUE
625,Harris,-0.3,2491,57.9366611270234,general,3,1.9,2024-08-25,FALSE
626,Stein,-0.3,2438,50.41297622025013,general,3,1.9,2024-10-13,TRUE
627,Kennedy,-0.3,1967,59.70107384957373,general,3,1.9,2024-08-08,FALSE
628,West,-0.3,833,55.781126520596445,general,3,1.9,2024-01-18,FALSE
629,Harris,-0.3,645,59.08827593550086,general,3,1.9,2024-10-03,FALSE
630,Oliver,-0.3,1661,59.977577864192426,general,3,1.9,2024-03-20,TRUE
631,Harris,-0.3,2827,46.358761340379715,general,3,1.9,2024-06-15,FALSE
632,Kennedy,-0.3,1868,56.960368417203426,general,3,1.9,2024-05-17,FALSE
633,Harris,-0.3,1969,45.6842108303681,general,3,1.9,2024-01-14,TRUE
634,Harris,-0.3,1774,41.0094195837155,general,3,1.9,2024-09-07,FALSE
635,Kennedy,-0.3,1762,43.11118183657527,general,3,1.9,2024-03-17,FALSE
636,Harris,-0.3,1084,46.902918461710215,general,3,1.9,2024-02-08,TRUE
637,Kennedy,-0.3,2534,54.68105700798333,general,3,1.9,2024-10-26,FALSE
638,Kennedy,-0.3,2869,46.99034478981048,general,3,1.9,2024-04-13,FALSE
639,Harris,-0.3,2871,59.69054628163576,general,3,1.9,2024-02-18,FALSE
640,Stein,-0.3,1134,41.20304591022432,general,3,1.9,2024-01-03,FALSE
641,Stein,-0.3,567,48.602778227068484,general,3,1.9,2024-07-06,FALSE
642,DeSantis,-0.3,1901,53.96013604942709,general,3,1.9,2024-02-22,FALSE
643,DeSantis,-0.3,945,58.25619326904416,general,3,1.9,2024-06-13,FALSE
644,Biden,-0.3,2043,48.391264979727566,general,3,1.9,2024-02-21,FALSE
645,DeSantis,-0.3,2538,42.11682284716517,general,3,1.9,2024-05-17,FALSE
646,Kennedy,-0.3,758,47.435231008566916,general,3,1.9,2024-08-20,FALSE
647,Oliver,-0.3,1276,50.370815517380834,general,3,1.9,2024-07-11,FALSE
648,Oliver,-0.3,2663,52.627000459469855,general,3,1.9,2024-03-09,FALSE
649,Kennedy,-0.3,2927,40.54599812719971,general,3,1.9,2024-09-09,FALSE
650,DeSantis,-0.3,572,48.5319022461772,general,3,1.9,2024-06-24,FALSE
651,Kennedy,-0.3,2455,52.83977656625211,general,3,1.9,2024-03-31,FALSE
652,West,-0.3,2611,49.02179530356079,general,3,1.9,2024-01-03,FALSE
653,Stein,-0.3,2297,45.85652047302574,general,3,1.9,2024-02-15,FALSE
654,Kennedy,-0.3,772,56.744976532645524,general,3,1.9,2024-08-07,FALSE
655,Kennedy,-0.3,1708,49.14476914796978,general,3,1.9,2024-06-03,FALSE
656,DeSantis,-0.3,1288,42.81258523464203,general,3,1.9,2024-08-18,FALSE
657,West,-0.3,730,40.93645356129855,general,3,1.9,2024-01-18,FALSE
658,Trump,-0.3,2201,43.15714890602976,general,3,1.9,2024-08-03,FALSE
659,Trump,-0.3,1013,58.08897643815726,general,3,1.9,2024-03-08,FALSE
